domain,primary_sector,allowed_support_sectors,max_response_time_minutes,escalation_rules,mandatory_dual_sector_flag
drugs,Narcotics Control,"[""Police"", ""National Guard""]",40,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",18,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",26,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",38,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",28,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",44,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",28,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",11,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",10,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",40,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",19,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",17,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",23,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",23,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",8,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",42,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",14,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",34,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",9,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",33,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",38,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",42,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",33,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",19,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",41,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",20,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",19,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",10,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",31,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",27,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",28,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",43,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",16,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",35,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",42,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",29,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",18,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",42,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",24,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",36,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",35,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",37,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",19,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",11,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",14,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",36,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",14,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",9,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",25,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",39,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",18,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",19,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",19,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",8,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",12,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",39,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",38,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",21,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",20,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",19,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",24,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",21,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",43,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",18,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",33,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",15,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",9,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",25,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",43,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",37,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",24,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",19,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",22,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",11,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",34,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",25,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",11,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",16,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",27,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",33,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",11,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",20,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",15,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",41,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",30,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",41,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",32,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",33,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",40,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",30,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",18,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",9,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",13,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",23,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",22,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",43,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",44,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",22,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",14,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",32,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",14,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",30,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",22,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",35,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",27,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",40,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",15,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",20,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",35,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",15,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",41,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",15,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",44,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",14,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",22,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",12,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",35,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",11,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",15,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",34,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",23,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",31,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",43,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",21,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",24,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",12,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",10,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",32,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",34,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",15,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",38,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",38,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",41,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",8,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",22,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",38,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",11,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",42,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",37,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",30,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",14,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",20,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",9,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",19,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",13,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",21,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",18,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",28,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",29,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",36,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",32,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",21,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",8,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",38,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",12,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",21,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",11,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",41,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",38,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",12,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",37,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",43,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",11,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",16,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",33,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",19,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",16,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",42,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",44,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",43,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",13,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",15,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",24,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",43,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",30,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",16,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",41,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",16,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",24,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",9,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",38,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",8,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",22,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",18,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",9,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",15,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",18,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",39,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",20,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",24,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",26,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",25,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",29,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",42,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",22,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",38,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",9,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",34,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",37,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",13,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",31,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",15,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",24,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",24,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",42,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",36,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",11,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",23,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",32,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",23,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",9,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",22,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",11,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",13,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",16,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",37,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",28,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",16,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",30,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",21,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",31,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",24,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",14,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",18,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",25,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",17,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",20,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",12,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",8,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",25,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",30,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",37,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",36,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",21,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",15,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",35,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",24,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",14,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",9,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",19,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",28,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",27,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",23,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",21,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",22,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",41,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",14,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",43,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",40,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",40,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",22,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",40,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",22,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",41,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",18,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",44,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",10,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",21,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",22,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",27,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",30,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",13,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",31,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",31,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",36,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",14,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",25,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",12,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",26,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",10,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",8,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",28,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",43,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",11,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",34,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",10,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",39,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",36,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",8,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",24,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",44,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",20,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",12,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",11,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",20,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",26,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",10,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",16,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",39,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",9,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",32,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",12,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",8,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",28,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",19,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",9,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",24,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",31,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",42,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",41,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",19,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",36,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",16,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",30,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",41,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",27,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",10,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",33,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",17,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",28,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",32,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",8,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",26,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",20,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",16,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",27,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",19,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",27,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",9,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",28,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",31,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",43,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",12,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",17,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",13,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",21,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",31,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",37,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",22,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",37,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",19,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",14,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",38,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",37,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",17,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",9,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",22,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",14,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",31,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",35,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",25,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",30,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",36,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",10,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",15,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",44,standard,1
drugs,Narcotics Control,"[""Police"", ""National Guard""]",38,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",24,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",40,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",22,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",41,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",39,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",38,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",19,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",15,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",41,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",23,standard,0
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",8,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",13,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",9,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",15,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",24,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",29,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",41,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",10,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",40,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",20,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",22,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",31,standard,1
public_order,Police,"[""National Guard"", ""Civil Defense""]",19,standard,1
security,National Guard,"[""Police"", ""Civil Defense""]",20,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",21,standard,0
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",43,standard,0
security,National Guard,"[""Police"", ""Civil Defense""]",16,standard,1
civil_defense,Civil Defense,"[""Ambulance"", ""Police""]",44,standard,0
public_order,Police,"[""National Guard"", ""Civil Defense""]",19,standard,1
traffic,Police,"[""National Guard"", ""Ambulance"", ""Civil Defense""]",20,standard,0
drugs,Narcotics Control,"[""Police"", ""National Guard""]",24,standard,1
health,Ambulance,"[""Civil Defense"", ""Police""]",42,standard,0
health,Ambulance,"[""Civil Defense"", ""Police""]",16,standard,0
