timestamp,sector,geo_area,total_units,total_people_on_shift,active_incidents,utilization_ratio,overload_flag
2025-11-18T11:07:47.110347+00:00,Narcotics Control,AREA_037,91,535,20,1.0,1
2025-11-29T10:03:47.110347+00:00,National Guard,AREA_020,20,187,37,1.0,1
2025-12-11T11:36:47.110347+00:00,Civil Defense,AREA_023,137,479,41,1.0,1
2025-11-29T03:07:47.110347+00:00,Civil Defense,AREA_006,108,255,72,1.0,1
2025-12-02T08:20:47.110347+00:00,Police,AREA_031,67,544,53,1.0,1
2025-11-14T01:10:47.110347+00:00,General Investigation,AREA_013,90,816,108,1.0,1
2025-12-05T05:15:47.110347+00:00,Narcotics Control,AREA_007,89,947,8,0.293,0
2025-12-11T12:10:47.110347+00:00,Ambulance,AREA_058,64,1115,7,0.438,0
2025-11-17T22:41:47.110347+00:00,National Guard,AREA_051,30,647,104,1.0,1
2025-11-16T10:45:47.110347+00:00,Police,AREA_037,75,1115,85,1.0,1
2025-12-10T19:01:47.110347+00:00,Police,AREA_007,43,317,54,1.0,1
2025-11-18T09:10:47.110347+00:00,Narcotics Control,AREA_043,57,447,69,1.0,1
2025-12-05T09:15:47.110347+00:00,Ambulance,AREA_007,41,928,24,0.405,0
2025-12-09T02:42:47.110347+00:00,Police,AREA_005,41,541,72,1.0,1
2025-11-14T09:23:47.110347+00:00,General Investigation,AREA_022,60,921,3,0.209,0
2025-12-13T06:36:47.110347+00:00,Narcotics Control,AREA_023,18,912,49,0.892,1
2025-11-14T04:00:47.110347+00:00,Ambulance,AREA_030,25,83,42,1.0,1
2025-11-28T11:53:47.110347+00:00,Ambulance,AREA_029,170,1183,68,0.899,1
2025-11-20T10:09:47.110347+00:00,General Investigation,AREA_044,176,437,50,1.0,1
2025-12-02T18:35:47.110347+00:00,Civil Defense,AREA_020,165,316,90,1.0,1
2025-12-08T14:19:47.110347+00:00,Police,AREA_012,39,1011,41,0.981,1
2025-11-26T21:21:47.110347+00:00,Civil Defense,AREA_040,20,265,72,1.0,1
2025-11-26T04:32:47.110347+00:00,General Investigation,AREA_003,150,762,15,0.181,0
2025-12-05T12:25:47.110347+00:00,Civil Defense,AREA_019,35,1169,75,0.688,0
2025-12-04T05:54:47.110347+00:00,National Guard,AREA_056,72,614,66,1.0,1
2025-11-17T21:20:47.110347+00:00,Ambulance,AREA_053,16,361,59,1.0,1
2025-11-24T00:59:47.110347+00:00,Ambulance,AREA_019,64,231,63,1.0,1
2025-11-22T23:33:47.110347+00:00,Civil Defense,AREA_043,93,614,13,0.573,0
2025-12-02T14:42:47.110347+00:00,Narcotics Control,AREA_033,137,122,72,1.0,1
2025-12-04T15:13:47.110347+00:00,General Investigation,AREA_034,86,56,91,1.0,1
2025-11-27T11:21:47.110347+00:00,Narcotics Control,AREA_031,32,872,105,1.0,1
2025-11-26T15:44:47.110347+00:00,Police,AREA_023,17,1155,98,1.0,1
2025-11-28T13:06:47.110347+00:00,Narcotics Control,AREA_042,43,1103,41,0.6,0
2025-11-14T15:14:47.110347+00:00,National Guard,AREA_046,178,856,57,0.805,0
2025-11-14T07:43:47.110347+00:00,General Investigation,AREA_015,177,553,65,1.0,1
2025-11-28T11:44:47.110347+00:00,National Guard,AREA_044,160,436,46,1.0,1
2025-11-18T03:59:47.110347+00:00,General Investigation,AREA_010,11,347,56,1.0,1
2025-11-29T15:10:47.110347+00:00,National Guard,AREA_023,89,574,75,1.0,1
2025-11-16T08:37:47.110347+00:00,Civil Defense,AREA_021,111,258,116,1.0,1
2025-11-24T04:51:47.110347+00:00,Ambulance,AREA_047,127,1094,48,0.526,0
2025-12-03T23:14:47.110347+00:00,Narcotics Control,AREA_056,112,781,57,0.871,1
2025-12-03T20:05:47.110347+00:00,Narcotics Control,AREA_036,154,1029,98,1.0,1
2025-12-04T03:32:47.110347+00:00,Police,AREA_041,120,414,99,1.0,1
2025-11-28T23:20:47.110347+00:00,Civil Defense,AREA_047,170,644,114,1.0,1
2025-11-30T00:38:47.110347+00:00,National Guard,AREA_011,174,1034,85,0.979,1
2025-11-17T17:27:47.110347+00:00,Narcotics Control,AREA_002,19,223,14,0.847,0
2025-11-17T05:56:47.110347+00:00,Ambulance,AREA_043,164,874,17,0.446,0
2025-12-11T11:07:47.110347+00:00,Police,AREA_056,27,401,5,0.477,0
2025-12-07T07:12:47.110347+00:00,General Investigation,AREA_037,115,997,32,0.784,0
2025-12-06T01:59:47.110347+00:00,Narcotics Control,AREA_013,63,419,91,1.0,1
2025-12-05T22:43:47.110347+00:00,General Investigation,AREA_043,142,1104,82,0.921,1
2025-11-14T07:57:47.110347+00:00,Civil Defense,AREA_049,49,108,107,1.0,1
2025-11-20T10:34:47.110347+00:00,Police,AREA_028,63,730,110,1.0,1
2025-11-28T12:22:47.110347+00:00,Civil Defense,AREA_032,131,261,94,1.0,1
2025-11-23T20:10:47.110347+00:00,Narcotics Control,AREA_053,92,867,29,0.624,0
2025-11-20T02:05:47.110347+00:00,Police,AREA_054,39,984,56,0.711,0
2025-12-02T06:57:47.110347+00:00,General Investigation,AREA_054,18,508,12,0.34,0
2025-11-26T16:22:47.110347+00:00,General Investigation,AREA_003,146,1112,100,1.0,1
2025-11-28T09:02:47.110347+00:00,National Guard,AREA_055,120,522,46,1.0,1
2025-11-15T00:23:47.110347+00:00,National Guard,AREA_020,141,90,36,1.0,1
2025-11-19T19:12:47.110347+00:00,Ambulance,AREA_056,155,306,58,1.0,1
2025-11-24T11:29:47.110347+00:00,Narcotics Control,AREA_030,148,414,13,0.248,0
2025-11-15T11:36:47.110347+00:00,General Investigation,AREA_038,36,919,67,1.0,1
2025-12-12T22:03:47.110347+00:00,General Investigation,AREA_034,14,746,20,0.61,0
2025-11-23T12:42:47.110347+00:00,Civil Defense,AREA_028,97,879,111,1.0,1
2025-11-23T19:20:47.110347+00:00,Civil Defense,AREA_019,99,201,36,1.0,1
2025-12-01T03:08:47.110347+00:00,Police,AREA_050,81,829,99,1.0,1
2025-12-04T16:17:47.110347+00:00,Civil Defense,AREA_006,111,978,5,0.021,0
2025-11-27T00:14:47.110347+00:00,National Guard,AREA_035,55,1193,49,0.664,0
2025-11-28T09:09:47.110347+00:00,Narcotics Control,AREA_038,55,309,9,0.517,0
2025-12-05T07:16:47.110347+00:00,Civil Defense,AREA_023,17,498,104,1.0,1
2025-12-04T05:22:47.110347+00:00,General Investigation,AREA_036,107,161,61,1.0,1
2025-12-03T02:34:47.110347+00:00,Narcotics Control,AREA_010,48,338,27,0.983,1
2025-11-29T18:43:47.110347+00:00,Civil Defense,AREA_009,75,1093,54,0.747,0
2025-11-25T22:20:47.110347+00:00,National Guard,AREA_019,136,360,39,1.0,1
2025-12-09T10:47:47.110347+00:00,Civil Defense,AREA_005,49,111,19,1.0,1
2025-11-22T13:13:47.110347+00:00,General Investigation,AREA_011,72,119,86,1.0,1
2025-12-05T06:13:47.110347+00:00,Civil Defense,AREA_017,118,261,80,1.0,1
2025-11-29T08:00:47.110347+00:00,General Investigation,AREA_039,25,257,68,1.0,1
2025-12-08T19:32:47.110347+00:00,Ambulance,AREA_011,52,67,19,1.0,1
2025-11-29T19:39:47.110347+00:00,Police,AREA_027,12,982,11,0.37,0
2025-11-21T04:34:47.110347+00:00,National Guard,AREA_014,99,995,32,0.467,0
2025-11-27T02:17:47.110347+00:00,Ambulance,AREA_007,125,82,50,1.0,1
2025-12-02T20:49:47.110347+00:00,Police,AREA_037,131,621,113,1.0,1
2025-12-05T14:51:47.110347+00:00,Ambulance,AREA_018,156,1102,13,0.366,0
2025-12-04T19:29:47.110347+00:00,General Investigation,AREA_050,152,1136,33,0.158,0
2025-12-08T16:54:47.110347+00:00,National Guard,AREA_029,156,986,82,1.0,1
2025-11-28T13:00:47.110347+00:00,Civil Defense,AREA_040,139,660,84,1.0,1
2025-12-02T01:08:47.110347+00:00,General Investigation,AREA_040,83,384,105,1.0,1
2025-11-20T19:50:47.110347+00:00,National Guard,AREA_054,67,568,92,1.0,1
2025-11-13T16:18:47.110347+00:00,Police,AREA_018,150,398,55,1.0,1
2025-11-24T11:12:47.110347+00:00,Police,AREA_032,95,314,112,1.0,1
2025-12-12T04:15:47.110347+00:00,Civil Defense,AREA_056,36,980,109,1.0,1
2025-11-19T06:02:47.110347+00:00,Civil Defense,AREA_009,102,1005,90,1.0,1
2025-12-05T16:38:47.110347+00:00,Police,AREA_028,125,1041,116,1.0,1
2025-11-25T08:35:47.110347+00:00,Ambulance,AREA_036,160,424,48,1.0,1
2025-12-07T01:41:47.110347+00:00,Ambulance,AREA_015,51,545,85,1.0,1
2025-11-23T07:14:47.110347+00:00,National Guard,AREA_039,51,960,47,0.429,0
2025-12-04T10:21:47.110347+00:00,National Guard,AREA_022,115,1169,105,1.0,1
2025-11-28T16:50:47.110347+00:00,Police,AREA_015,151,921,117,1.0,1
2025-11-15T01:12:47.110347+00:00,Ambulance,AREA_001,11,306,78,1.0,1
2025-11-19T09:49:47.110347+00:00,General Investigation,AREA_017,148,1161,10,0.421,0
2025-12-07T19:56:47.110347+00:00,Police,AREA_007,155,284,45,1.0,1
2025-12-04T05:33:47.110347+00:00,National Guard,AREA_040,97,1027,34,0.588,0
2025-12-11T08:46:47.110347+00:00,Police,AREA_004,72,355,25,0.994,1
2025-12-07T22:30:47.110347+00:00,Narcotics Control,AREA_013,156,1052,22,0.495,0
2025-11-30T22:51:47.110347+00:00,Police,AREA_041,140,75,99,1.0,1
2025-11-21T23:09:47.110347+00:00,Ambulance,AREA_001,44,1038,48,0.442,0
2025-11-23T08:45:47.110347+00:00,Civil Defense,AREA_009,31,814,46,0.757,0
2025-12-12T07:35:47.110347+00:00,Ambulance,AREA_044,142,538,78,1.0,1
2025-12-10T17:13:47.110347+00:00,Ambulance,AREA_053,130,726,64,0.857,1
2025-12-03T18:54:47.110347+00:00,General Investigation,AREA_000,25,652,7,0.177,0
2025-11-17T19:57:47.110347+00:00,Narcotics Control,AREA_019,170,820,118,1.0,1
2025-12-13T02:27:47.110347+00:00,General Investigation,AREA_033,92,338,96,1.0,1
2025-11-18T06:00:47.110347+00:00,National Guard,AREA_010,35,394,83,1.0,1
2025-11-18T21:40:47.110347+00:00,National Guard,AREA_015,151,678,9,0.24,0
2025-12-11T21:29:47.110347+00:00,Police,AREA_002,51,775,43,0.974,1
2025-11-16T22:08:47.110347+00:00,Civil Defense,AREA_040,79,256,62,1.0,1
2025-11-30T18:17:47.110347+00:00,National Guard,AREA_044,18,654,29,0.558,0
2025-11-30T04:09:47.110347+00:00,General Investigation,AREA_049,25,404,64,1.0,1
2025-11-19T02:14:47.110347+00:00,Narcotics Control,AREA_030,46,114,16,1.0,1
2025-11-21T23:11:47.110347+00:00,General Investigation,AREA_056,76,1078,46,0.809,0
2025-11-30T01:59:47.110347+00:00,Police,AREA_005,11,369,13,0.44,0
2025-11-28T22:23:47.110347+00:00,Narcotics Control,AREA_052,126,108,20,1.0,1
2025-12-08T10:58:47.110347+00:00,Narcotics Control,AREA_000,151,576,30,0.816,0
2025-11-23T22:32:47.110347+00:00,Civil Defense,AREA_049,103,858,28,0.593,0
2025-12-07T05:16:47.110347+00:00,Civil Defense,AREA_010,98,442,31,0.886,1
2025-11-19T02:51:47.110347+00:00,Police,AREA_046,118,404,22,0.738,0
2025-12-11T03:06:47.110347+00:00,Civil Defense,AREA_036,152,236,96,1.0,1
2025-11-25T14:22:47.110347+00:00,Civil Defense,AREA_007,32,262,98,1.0,1
2025-11-25T02:16:47.110347+00:00,General Investigation,AREA_029,83,356,44,1.0,1
2025-11-17T05:11:47.110347+00:00,General Investigation,AREA_033,102,806,34,0.587,0
2025-11-14T06:26:47.110347+00:00,Police,AREA_010,13,692,91,1.0,1
2025-12-12T17:33:47.110347+00:00,General Investigation,AREA_022,139,123,119,1.0,1
2025-11-24T22:20:47.110347+00:00,Police,AREA_023,147,473,81,1.0,1
2025-11-13T22:37:47.110347+00:00,National Guard,AREA_012,88,1045,47,0.626,0
2025-11-21T10:51:47.110347+00:00,General Investigation,AREA_041,174,1118,73,0.768,0
2025-12-09T05:10:47.110347+00:00,National Guard,AREA_056,171,717,3,0.239,0
2025-11-30T03:08:47.110347+00:00,General Investigation,AREA_032,27,614,108,1.0,1
2025-12-03T03:15:47.110347+00:00,Ambulance,AREA_033,128,218,17,1.0,1
2025-11-26T00:55:47.110347+00:00,Ambulance,AREA_033,137,231,92,1.0,1
2025-12-07T23:49:47.110347+00:00,National Guard,AREA_006,171,1175,43,0.538,0
2025-12-04T04:47:47.110347+00:00,General Investigation,AREA_037,127,482,52,1.0,1
2025-11-19T18:23:47.110347+00:00,Ambulance,AREA_041,132,1065,113,1.0,1
2025-11-14T03:39:47.110347+00:00,Police,AREA_005,31,115,94,1.0,1
2025-11-30T05:54:47.110347+00:00,Narcotics Control,AREA_004,57,955,106,0.885,1
2025-11-28T03:25:47.110347+00:00,Police,AREA_057,109,250,36,1.0,1
2025-11-25T06:16:47.110347+00:00,Ambulance,AREA_006,125,782,107,1.0,1
2025-12-07T10:34:47.110347+00:00,Narcotics Control,AREA_004,72,249,47,1.0,1
2025-12-03T15:35:47.110347+00:00,Ambulance,AREA_017,66,59,87,1.0,1
2025-12-02T16:45:47.110347+00:00,General Investigation,AREA_036,143,275,29,1.0,1
2025-11-15T11:06:47.110347+00:00,General Investigation,AREA_009,116,186,97,1.0,1
2025-11-29T18:09:47.110347+00:00,Ambulance,AREA_045,176,48,57,1.0,1
2025-11-26T10:10:47.110347+00:00,National Guard,AREA_022,120,1023,89,0.955,1
2025-11-16T02:21:47.110347+00:00,Ambulance,AREA_022,93,144,9,0.506,0
2025-11-19T08:09:47.110347+00:00,Narcotics Control,AREA_009,28,572,45,1.0,1
2025-12-09T12:29:47.110347+00:00,National Guard,AREA_054,104,971,38,0.744,0
2025-12-01T15:42:47.110347+00:00,National Guard,AREA_052,101,193,102,1.0,1
2025-11-16T19:38:47.110347+00:00,National Guard,AREA_005,168,1199,14,0.334,0
2025-12-11T00:01:47.110347+00:00,Ambulance,AREA_053,67,1128,99,0.943,1
2025-11-17T02:36:47.110347+00:00,General Investigation,AREA_052,62,419,10,0.351,0
2025-12-13T01:32:47.110347+00:00,Civil Defense,AREA_013,63,814,96,1.0,1
2025-11-19T16:50:47.110347+00:00,Ambulance,AREA_030,158,756,61,0.933,1
2025-11-25T14:06:47.110347+00:00,Ambulance,AREA_048,42,788,6,0.454,0
2025-12-10T20:41:47.110347+00:00,Narcotics Control,AREA_048,96,1019,29,0.385,0
2025-11-30T11:12:47.110347+00:00,Civil Defense,AREA_011,81,1165,90,1.0,1
2025-12-08T14:20:47.110347+00:00,General Investigation,AREA_019,177,866,18,0.187,0
2025-12-06T12:51:47.110347+00:00,Narcotics Control,AREA_013,35,1041,24,0.443,0
2025-11-26T19:12:47.110347+00:00,Narcotics Control,AREA_022,128,944,63,0.623,0
2025-11-28T07:04:47.110347+00:00,Civil Defense,AREA_046,178,745,2,0.242,0
2025-11-30T09:11:47.110347+00:00,Narcotics Control,AREA_026,12,250,5,0.782,0
2025-11-27T05:44:47.110347+00:00,Narcotics Control,AREA_036,152,1111,102,1.0,1
2025-11-17T06:54:47.110347+00:00,Police,AREA_047,90,1121,30,0.393,0
2025-12-04T07:45:47.110347+00:00,National Guard,AREA_052,76,531,90,1.0,1
2025-11-27T23:37:47.110347+00:00,General Investigation,AREA_032,12,231,22,1.0,1
2025-11-23T01:43:47.110347+00:00,Narcotics Control,AREA_011,111,406,101,1.0,1
2025-11-23T04:29:47.110347+00:00,Narcotics Control,AREA_023,139,228,5,0.513,0
2025-11-20T07:35:47.110347+00:00,Ambulance,AREA_029,58,496,18,0.623,0
2025-11-28T03:03:47.110347+00:00,General Investigation,AREA_047,122,723,49,1.0,1
2025-11-17T09:13:47.110347+00:00,Civil Defense,AREA_008,68,244,6,0.417,0
2025-11-14T18:05:47.110347+00:00,General Investigation,AREA_052,15,719,95,1.0,1
2025-12-07T21:34:47.110347+00:00,General Investigation,AREA_019,51,209,27,1.0,1
2025-11-29T17:39:47.110347+00:00,Narcotics Control,AREA_000,132,1042,110,1.0,1
2025-11-23T05:06:47.110347+00:00,General Investigation,AREA_048,149,804,114,1.0,1
2025-11-26T14:48:47.110347+00:00,Ambulance,AREA_020,26,660,73,1.0,1
2025-11-26T14:21:47.110347+00:00,General Investigation,AREA_028,152,1153,29,0.769,0
2025-11-17T00:37:47.110347+00:00,Narcotics Control,AREA_001,168,723,88,1.0,1
2025-11-16T08:56:47.110347+00:00,National Guard,AREA_054,10,921,75,1.0,1
2025-12-09T12:28:47.110347+00:00,Civil Defense,AREA_010,146,727,113,1.0,1
2025-11-27T06:39:47.110347+00:00,General Investigation,AREA_006,100,827,33,0.581,0
2025-11-21T03:30:47.110347+00:00,Police,AREA_050,85,457,17,0.533,0
2025-12-02T09:12:47.110347+00:00,Ambulance,AREA_029,98,533,106,1.0,1
2025-12-08T19:34:47.110347+00:00,General Investigation,AREA_050,96,584,49,1.0,1
2025-12-13T01:51:47.110347+00:00,National Guard,AREA_001,171,968,44,0.463,0
2025-11-14T11:23:47.110347+00:00,General Investigation,AREA_032,115,1161,103,1.0,1
2025-11-21T22:09:47.110347+00:00,Ambulance,AREA_052,149,97,117,1.0,1
2025-11-18T18:43:47.110347+00:00,Police,AREA_053,124,134,39,1.0,1
2025-11-22T07:47:47.110347+00:00,Civil Defense,AREA_039,160,269,21,1.0,1
2025-11-19T19:04:47.110347+00:00,National Guard,AREA_006,57,82,18,1.0,1
2025-11-27T20:53:47.110347+00:00,National Guard,AREA_046,48,1107,73,0.859,1
2025-11-21T10:49:47.110347+00:00,Police,AREA_013,94,906,56,0.692,0
2025-11-28T05:26:47.110347+00:00,National Guard,AREA_013,162,983,79,1.0,1
2025-11-30T21:26:47.110347+00:00,Ambulance,AREA_059,176,602,25,0.402,0
2025-12-12T23:55:47.110347+00:00,National Guard,AREA_029,167,456,67,1.0,1
2025-11-23T17:32:47.110347+00:00,National Guard,AREA_029,38,883,34,0.559,0
2025-11-28T12:27:47.110347+00:00,Narcotics Control,AREA_026,154,736,5,0.156,0
2025-11-13T19:31:47.110347+00:00,Ambulance,AREA_054,62,690,90,1.0,1
2025-11-24T00:40:47.110347+00:00,Narcotics Control,AREA_041,88,403,0,0.064,0
2025-12-11T17:57:47.110347+00:00,General Investigation,AREA_019,77,719,117,1.0,1
2025-12-05T20:10:47.110347+00:00,Civil Defense,AREA_024,50,656,56,0.983,1
2025-11-14T15:45:47.110347+00:00,Ambulance,AREA_007,98,887,82,1.0,1
2025-11-25T16:54:47.110347+00:00,National Guard,AREA_045,67,809,70,1.0,1
2025-11-19T14:51:47.110347+00:00,National Guard,AREA_005,49,501,109,1.0,1
2025-12-08T19:57:47.110347+00:00,Ambulance,AREA_054,142,256,71,1.0,1
2025-11-21T17:17:47.110347+00:00,Ambulance,AREA_014,143,1153,119,1.0,1
2025-12-04T14:08:47.110347+00:00,Civil Defense,AREA_030,176,60,29,1.0,1
2025-11-30T00:23:47.110347+00:00,Narcotics Control,AREA_024,60,93,88,1.0,1
2025-11-23T08:54:47.110347+00:00,Ambulance,AREA_018,59,807,82,1.0,1
2025-11-18T08:08:47.110347+00:00,Narcotics Control,AREA_019,66,347,26,0.929,1
2025-11-27T08:03:47.110347+00:00,Ambulance,AREA_054,92,403,43,1.0,1
2025-11-14T02:20:47.110347+00:00,General Investigation,AREA_047,85,375,73,1.0,1
2025-12-01T14:58:47.110347+00:00,Ambulance,AREA_029,138,88,37,1.0,1
2025-12-08T14:37:47.110347+00:00,Ambulance,AREA_048,86,1020,64,0.868,1
2025-11-19T03:01:47.110347+00:00,National Guard,AREA_000,79,629,69,1.0,1
2025-11-21T22:09:47.110347+00:00,Civil Defense,AREA_038,74,422,77,1.0,1
2025-12-02T02:19:47.110347+00:00,Ambulance,AREA_013,12,60,89,1.0,1
2025-12-02T23:35:47.110347+00:00,Civil Defense,AREA_053,29,447,0,0.483,0
2025-11-17T11:15:47.110347+00:00,Ambulance,AREA_017,178,333,107,1.0,1
2025-12-05T22:01:47.110347+00:00,Ambulance,AREA_013,133,940,103,1.0,1
2025-12-10T05:34:47.110347+00:00,National Guard,AREA_001,102,339,52,1.0,1
2025-11-21T02:26:47.110347+00:00,Civil Defense,AREA_011,110,757,107,1.0,1
2025-11-13T15:29:47.110347+00:00,National Guard,AREA_045,112,313,56,1.0,1
2025-11-18T12:59:47.110347+00:00,General Investigation,AREA_053,64,641,73,1.0,1
2025-11-29T21:02:47.110347+00:00,Civil Defense,AREA_036,153,1024,71,0.823,0
2025-12-06T05:10:47.110347+00:00,Police,AREA_046,139,306,103,1.0,1
2025-12-05T14:49:47.110347+00:00,Civil Defense,AREA_043,13,69,90,1.0,1
2025-11-23T02:20:47.110347+00:00,General Investigation,AREA_030,86,1097,43,0.522,0
2025-11-16T13:02:47.110347+00:00,Narcotics Control,AREA_046,132,826,94,1.0,1
2025-11-24T11:13:47.110347+00:00,Civil Defense,AREA_010,48,988,23,0.718,0
2025-12-07T08:08:47.110347+00:00,National Guard,AREA_009,88,371,114,1.0,1
2025-12-01T06:04:47.110347+00:00,Police,AREA_035,146,619,14,0.35,0
2025-12-09T10:08:47.110347+00:00,Ambulance,AREA_032,108,148,23,1.0,1
2025-11-14T03:45:47.110347+00:00,National Guard,AREA_009,69,605,18,0.183,0
2025-12-08T15:52:47.110347+00:00,Narcotics Control,AREA_012,161,851,108,1.0,1
2025-11-19T01:49:47.110347+00:00,Civil Defense,AREA_009,171,594,75,1.0,1
2025-11-19T04:42:47.110347+00:00,Narcotics Control,AREA_057,39,208,115,1.0,1
2025-12-02T20:13:47.110347+00:00,Police,AREA_024,16,612,17,0.349,0
2025-11-13T15:56:47.110347+00:00,Narcotics Control,AREA_049,16,295,101,1.0,1
2025-12-09T06:14:47.110347+00:00,Ambulance,AREA_031,140,211,2,0.055,0
2025-11-27T01:17:47.110347+00:00,General Investigation,AREA_041,59,541,3,0.572,0
2025-12-08T14:53:47.110347+00:00,General Investigation,AREA_035,104,532,105,1.0,1
2025-11-23T10:02:47.110347+00:00,National Guard,AREA_002,177,41,15,1.0,1
2025-12-02T01:36:47.110347+00:00,General Investigation,AREA_041,28,639,79,1.0,1
2025-11-20T23:18:47.110347+00:00,Ambulance,AREA_000,35,1070,60,0.635,0
2025-11-16T21:50:47.110347+00:00,National Guard,AREA_045,167,824,106,1.0,1
2025-11-17T06:37:47.110347+00:00,Narcotics Control,AREA_016,24,475,3,0.228,0
2025-11-15T02:56:47.110347+00:00,Ambulance,AREA_034,93,440,53,1.0,1
2025-11-17T02:45:47.110347+00:00,Police,AREA_009,121,412,22,0.978,1
2025-11-24T09:09:47.110347+00:00,National Guard,AREA_054,52,500,43,1.0,1
2025-12-05T21:53:47.110347+00:00,Narcotics Control,AREA_027,113,78,30,1.0,1
2025-11-20T19:46:47.110347+00:00,Narcotics Control,AREA_014,81,1022,67,0.695,0
2025-11-17T12:48:47.110347+00:00,National Guard,AREA_051,59,988,51,0.828,0
2025-12-09T22:20:47.110347+00:00,Narcotics Control,AREA_016,97,1065,18,0.507,0
2025-11-18T20:03:47.110347+00:00,Narcotics Control,AREA_016,141,931,82,1.0,1
2025-11-16T15:25:47.110347+00:00,General Investigation,AREA_037,160,777,18,0.464,0
2025-11-23T04:09:47.110347+00:00,Narcotics Control,AREA_032,88,1186,97,0.91,1
2025-11-30T10:52:47.110347+00:00,Ambulance,AREA_051,135,1024,77,0.875,1
2025-11-25T23:40:47.110347+00:00,National Guard,AREA_023,13,1184,116,1.0,1
2025-12-11T13:21:47.110347+00:00,Narcotics Control,AREA_034,66,1164,47,0.598,0
2025-11-20T03:17:47.110347+00:00,Civil Defense,AREA_029,159,123,114,1.0,1
2025-12-09T03:13:47.110347+00:00,Police,AREA_007,39,978,11,0.2,0
2025-11-27T22:48:47.110347+00:00,Police,AREA_033,107,1151,42,0.502,0
2025-11-14T22:56:47.110347+00:00,Civil Defense,AREA_006,98,80,5,0.923,1
2025-12-02T15:24:47.110347+00:00,Civil Defense,AREA_029,113,521,20,0.815,0
2025-12-12T12:11:47.110347+00:00,Narcotics Control,AREA_042,139,367,56,1.0,1
2025-12-01T10:01:47.110347+00:00,National Guard,AREA_028,77,1174,62,0.643,0
2025-11-15T09:23:47.110347+00:00,Civil Defense,AREA_044,85,1132,84,1.0,1
2025-11-29T07:31:47.110347+00:00,Ambulance,AREA_054,46,387,14,0.504,0
2025-12-12T14:19:47.110347+00:00,Civil Defense,AREA_015,124,167,116,1.0,1
2025-12-10T17:13:47.110347+00:00,Narcotics Control,AREA_005,31,79,116,1.0,1
2025-12-05T10:08:47.110347+00:00,Narcotics Control,AREA_037,157,71,11,1.0,1
2025-11-22T10:14:47.110347+00:00,Narcotics Control,AREA_029,25,309,73,1.0,1
2025-11-24T10:31:47.110347+00:00,Ambulance,AREA_018,127,592,49,1.0,1
2025-11-15T19:30:47.110347+00:00,Civil Defense,AREA_035,56,1187,112,1.0,1
2025-12-04T23:55:47.110347+00:00,Police,AREA_009,37,279,62,1.0,1
2025-11-27T09:28:47.110347+00:00,Ambulance,AREA_015,83,832,56,1.0,1
2025-12-08T00:08:47.110347+00:00,General Investigation,AREA_056,136,587,118,1.0,1
2025-12-08T23:08:47.110347+00:00,National Guard,AREA_039,159,783,66,1.0,1
2025-12-09T19:30:47.110347+00:00,Police,AREA_018,71,781,84,1.0,1
2025-11-27T13:28:47.110347+00:00,Police,AREA_016,149,1070,3,0.181,0
2025-11-25T15:23:47.110347+00:00,Ambulance,AREA_030,163,950,16,0.254,0
2025-11-20T03:34:47.110347+00:00,Narcotics Control,AREA_043,114,746,32,0.619,0
2025-11-27T05:29:47.110347+00:00,Civil Defense,AREA_026,158,182,4,0.459,0
2025-11-28T00:57:47.110347+00:00,Ambulance,AREA_057,87,620,77,1.0,1
2025-11-14T01:55:47.110347+00:00,Civil Defense,AREA_052,144,351,41,1.0,1
2025-11-22T11:20:47.110347+00:00,National Guard,AREA_025,81,78,35,1.0,1
2025-11-15T03:36:47.110347+00:00,General Investigation,AREA_029,158,1038,25,0.676,0
2025-12-02T02:31:47.110347+00:00,National Guard,AREA_054,97,691,24,0.869,1
2025-11-26T17:07:47.110347+00:00,General Investigation,AREA_036,147,260,19,0.635,0
2025-12-04T09:08:47.110347+00:00,Civil Defense,AREA_049,59,781,103,1.0,1
2025-11-16T09:47:47.110347+00:00,Ambulance,AREA_022,58,472,76,1.0,1
2025-12-10T11:00:47.110347+00:00,National Guard,AREA_026,31,901,7,0.477,0
2025-12-02T02:51:47.110347+00:00,Ambulance,AREA_009,149,188,2,0.306,0
2025-11-14T21:26:47.110347+00:00,National Guard,AREA_054,125,345,81,1.0,1
2025-11-24T11:34:47.110347+00:00,Narcotics Control,AREA_032,126,956,82,1.0,1
2025-11-15T18:08:47.110347+00:00,Police,AREA_024,164,1000,17,0.191,0
2025-12-05T09:59:47.110347+00:00,Police,AREA_040,36,459,61,1.0,1
2025-12-04T07:56:47.110347+00:00,Ambulance,AREA_025,139,988,35,0.455,0
2025-11-14T15:38:47.110347+00:00,Narcotics Control,AREA_018,26,769,13,0.343,0
2025-12-04T22:07:47.110347+00:00,Ambulance,AREA_057,51,1167,36,0.759,0
2025-12-11T23:07:47.110347+00:00,General Investigation,AREA_041,16,718,31,0.845,0
2025-11-21T20:40:47.110347+00:00,Narcotics Control,AREA_037,64,997,64,0.529,0
2025-11-21T22:55:47.110347+00:00,Ambulance,AREA_029,46,858,83,1.0,1
2025-12-06T05:04:47.110347+00:00,Civil Defense,AREA_013,16,94,17,1.0,1
2025-12-11T20:22:47.110347+00:00,Civil Defense,AREA_029,106,162,98,1.0,1
2025-12-09T12:43:47.110347+00:00,Narcotics Control,AREA_059,99,592,37,0.81,0
