unit_id,skill_name,proficiency_level,years_experience,incidents_handled_count,success_rate
U014149,medical_emergency,4,1.05,70,0.938
U035937,tactical,2,9.97,240,0.672
U027890,tactical,4,13.31,328,0.858
U011863,medical_emergency,4,14.07,137,0.615
U045218,weapons,1,5.14,82,0.683
U043046,weapons,1,4.87,271,0.625
U000540,triage,5,4.35,189,0.781
U015463,traffic_control,5,11.54,247,0.894
U049865,investigation,5,3.77,355,0.613
U026283,rescue,2,10.46,218,0.849
U042219,drug_raid,3,14.89,321,0.854
U014593,medical_emergency,3,4.61,334,0.803
U014808,medical_emergency,3,9.88,343,0.618
U018592,medical_emergency,4,12.36,173,0.656
U035282,fire_response,5,11.73,269,0.747
U011300,medical_emergency,2,7.8,370,0.952
U044673,triage,3,3.45,312,0.787
U039544,medical_emergency,5,8.52,259,0.909
U028275,rescue,4,9.94,52,0.664
U015461,traffic_control,1,0.33,80,0.794
U023510,investigation,3,14.71,6,0.663
U023092,rescue,5,12.58,372,0.654
U043096,investigation,1,4.56,93,0.891
U009263,investigation,5,9.23,137,0.822
U007450,fire_response,5,10.88,35,0.544
U040594,drug_raid,4,8.28,399,0.501
U003518,weapons,1,2.17,87,0.531
U042620,drug_raid,2,3.91,23,0.707
U034164,rescue,5,5.17,143,0.656
U026814,hostage,1,14.42,394,0.85
U033120,rescue,1,13.04,97,0.86
U042722,traffic_control,5,3.32,279,0.762
U010258,drug_raid,4,0.82,228,0.501
U011755,tactical,1,7.37,212,0.565
U030183,rescue,3,7.69,176,0.853
U002124,weapons,1,13.33,382,0.864
U000418,traffic_control,3,13.64,287,0.696
U018308,crowd_control,5,4.26,103,0.887
U036531,negotiation,4,7.05,136,0.741
U036454,rescue,2,8.31,299,0.678
U038572,crowd_control,2,7.92,19,0.823
U003848,medical_emergency,3,4.8,33,0.565
U021739,triage,3,7.95,249,0.661
U014250,traffic_control,5,2.25,204,0.925
U038877,drug_raid,3,3.58,299,0.742
U021272,medical_emergency,5,3.89,7,0.634
U024773,weapons,4,5.99,172,0.638
U003978,rescue,4,9.05,123,0.352
U029463,rescue,4,6.65,296,0.931
U005984,medical_emergency,2,1.84,195,0.989
U030598,traffic_control,4,8.53,102,0.861
U014805,investigation,2,12.91,154,1.0
U011972,negotiation,1,13.56,179,0.836
U002299,rescue,1,6.25,95,0.678
U033884,rescue,2,3.68,69,0.671
U033942,tactical,3,5.99,12,0.626
U007817,investigation,3,12.92,192,1.0
U024801,drug_raid,3,9.44,328,0.67
U018985,drug_raid,2,0.91,16,0.376
U046883,weapons,1,5.79,243,0.861
U010225,fire_response,1,7.02,31,0.613
U044177,triage,3,5.61,341,0.638
U024331,negotiation,1,3.71,221,0.658
U046954,negotiation,2,3.41,317,0.881
U023482,negotiation,2,1.74,31,0.913
U023837,drug_raid,5,12.92,193,0.909
U043605,crowd_control,3,5.68,111,0.933
U042921,triage,1,11.06,117,1.0
U044841,tactical,1,8.18,157,0.744
U005101,triage,3,5.55,111,0.613
U044197,medical_emergency,2,7.49,69,0.703
U010601,tactical,4,9.49,36,0.693
U043321,tactical,5,12.27,288,0.945
U024946,weapons,4,0.99,186,0.665
U027677,weapons,4,10.46,113,0.632
U033980,fire_response,2,4.18,40,1.0
U001246,fire_response,1,8.16,255,0.754
U028774,weapons,2,0.42,3,0.862
U029156,tactical,2,13.13,171,0.679
U011630,negotiation,2,13.72,72,0.794
U023460,tactical,5,0.09,101,0.9
U003162,triage,5,5.21,264,0.923
U039809,investigation,2,2.46,375,0.583
U001797,medical_emergency,1,6.2,304,0.669
U043457,hostage,1,3.8,36,0.716
U027432,hostage,3,5.54,377,0.644
U047606,weapons,2,6.08,169,0.852
U018002,weapons,4,7.62,138,1.0
U007333,weapons,1,7.34,28,0.5
U043973,tactical,1,1.01,385,0.557
U016803,tactical,4,5.06,359,1.0
U045562,rescue,5,6.76,192,0.745
U003841,investigation,2,1.3,94,0.886
U015210,triage,4,10.78,111,0.339
U005120,traffic_control,1,10.64,295,0.916
U019418,weapons,4,2.15,65,0.495
U021823,triage,5,0.23,252,0.59
U011930,negotiation,5,1.24,237,0.729
U007271,negotiation,1,0.37,18,0.995
U016750,drug_raid,3,9.31,288,0.813
U000924,traffic_control,1,8.27,1,0.474
U036849,investigation,2,2.58,333,0.693
U048257,triage,1,5.02,215,0.693
U000434,investigation,1,10.25,344,0.603
U043823,hostage,1,0.35,106,0.574
U048178,triage,4,8.57,306,0.905
U008478,crowd_control,4,12.9,73,0.777
U029773,medical_emergency,3,6.5,124,0.972
U019143,drug_raid,2,10.71,283,1.0
U040432,rescue,5,11.43,202,0.612
U012740,traffic_control,3,12.63,191,0.766
U010109,traffic_control,3,14.18,143,0.535
U031901,negotiation,4,4.52,210,0.865
U013595,crowd_control,5,11.35,48,0.683
U039730,traffic_control,4,10.38,210,0.565
U009276,weapons,5,8.85,23,0.788
U005662,weapons,5,3.83,310,0.521
U029345,investigation,5,2.93,79,0.504
U002385,fire_response,1,14.18,324,0.794
U005185,medical_emergency,2,7.05,126,0.919
U027720,hostage,5,1.33,389,0.871
U040969,weapons,1,14.06,48,0.491
U021084,weapons,4,10.64,287,0.785
U004390,hostage,4,9.17,71,0.905
U015400,crowd_control,3,13.7,158,0.617
U031849,negotiation,1,0.1,294,0.476
U025243,tactical,1,11.51,71,0.685
U045468,traffic_control,1,6.78,297,0.898
U018118,medical_emergency,2,8.46,91,0.602
U044528,rescue,4,8.37,350,0.56
U029043,fire_response,3,5.85,61,0.701
U018536,medical_emergency,5,14.23,39,0.673
U017541,fire_response,3,13.36,354,0.813
U025326,drug_raid,2,6.06,310,0.708
U048050,weapons,4,13.27,239,0.793
U037683,tactical,2,8.55,333,0.42
U003703,investigation,1,9.03,136,0.807
U011784,hostage,3,1.59,152,0.887
U004168,fire_response,1,2.64,80,0.872
U038191,drug_raid,4,5.36,231,0.73
U047620,rescue,3,9.37,356,0.948
U028198,hostage,2,6.72,106,0.768
U011921,tactical,5,0.6,321,0.661
U014723,investigation,1,8.35,231,0.534
U000213,medical_emergency,2,8.62,278,0.626
U048316,triage,3,9.91,334,0.649
U040619,medical_emergency,3,4.6,335,0.603
U046362,rescue,4,13.0,361,0.966
U003790,investigation,2,10.95,222,0.838
U004277,rescue,1,5.89,181,0.89
U027764,tactical,5,0.11,162,0.687
U040653,negotiation,4,9.03,88,0.873
U018424,rescue,4,2.8,215,0.966
U036120,hostage,3,13.34,69,0.844
U028166,weapons,1,2.7,169,1.0
U021039,fire_response,1,9.26,255,0.867
U044322,weapons,2,14.83,136,0.703
U041617,traffic_control,2,9.52,184,0.781
U002381,rescue,5,8.25,351,0.976
U028559,traffic_control,2,9.27,6,0.797
U037966,negotiation,3,6.95,235,0.969
U048054,medical_emergency,2,13.56,395,0.747
U009288,fire_response,3,0.84,126,0.71
U046850,traffic_control,1,11.83,3,1.0
U014999,crowd_control,2,14.62,310,0.529
U014819,medical_emergency,5,10.57,240,0.537
U044343,investigation,1,9.41,314,0.933
U036027,tactical,1,11.63,128,0.702
U030688,negotiation,3,7.57,346,0.696
U014645,crowd_control,4,9.2,240,0.777
U013362,hostage,1,1.53,385,0.786
U022357,drug_raid,5,4.11,62,0.904
U048857,rescue,5,5.55,336,0.754
U002681,triage,1,13.22,14,1.0
U027581,traffic_control,3,9.02,186,0.625
U047749,weapons,1,7.85,380,0.573
U021165,investigation,5,2.43,262,0.556
U008580,traffic_control,4,6.87,370,0.89
U049293,tactical,4,3.64,33,0.604
U032339,traffic_control,5,0.47,143,0.811
U027841,rescue,2,2.19,286,0.769
U045263,fire_response,2,14.69,257,0.877
U046060,triage,2,9.61,285,0.832
U032351,medical_emergency,3,3.75,226,0.957
U040258,medical_emergency,4,1.19,398,0.658
U045025,negotiation,2,11.66,292,0.783
U044551,hostage,4,13.67,264,0.933
U048116,crowd_control,5,0.38,131,0.818
U005737,hostage,5,9.07,366,0.738
U031204,triage,1,1.48,55,1.0
U040835,rescue,2,11.02,184,0.6
U042304,hostage,5,1.17,205,0.361
U035048,tactical,1,10.8,32,0.75
U046144,investigation,1,4.44,74,0.679
U004313,drug_raid,4,1.94,20,0.882
U042669,triage,2,4.07,71,0.563
U041815,tactical,4,13.49,50,0.796
U037328,drug_raid,3,8.13,330,0.46
U009230,medical_emergency,1,4.98,290,0.922
U016335,investigation,4,3.91,390,0.666
U009792,negotiation,2,2.85,245,0.497
U012382,tactical,3,8.89,350,0.594
U029965,tactical,2,3.09,169,0.639
U034348,rescue,3,5.51,208,0.705
U026041,drug_raid,1,3.26,28,0.787
U015268,medical_emergency,5,13.91,269,0.524
U008317,crowd_control,5,7.07,260,0.509
U003500,tactical,1,2.16,165,0.655
U046697,traffic_control,3,7.56,127,0.783
U004878,weapons,4,6.49,159,0.728
U029328,negotiation,1,14.6,88,0.985
U028792,rescue,4,0.07,87,0.688
U040904,weapons,1,3.08,71,0.787
U028998,triage,5,13.07,390,0.858
U018758,rescue,4,0.91,159,0.793
U003854,triage,1,9.42,165,0.817
U036909,medical_emergency,5,4.04,53,0.826
U044347,fire_response,2,12.38,104,0.645
U014016,drug_raid,5,0.14,131,0.441
U027848,triage,4,11.6,322,0.737
U009628,negotiation,3,1.27,126,0.74
U017436,drug_raid,2,5.53,95,0.669
U002054,tactical,2,12.26,2,0.704
U005981,investigation,5,10.2,390,0.824
U024372,investigation,3,5.88,32,0.553
U035765,triage,2,3.06,245,0.606
U020806,weapons,4,10.83,16,0.736
U030669,weapons,4,10.21,339,0.623
U002743,tactical,1,8.45,275,0.75
U007404,tactical,2,11.93,231,0.732
U044079,negotiation,4,2.92,63,0.602
U023136,crowd_control,1,6.2,346,0.984
U013015,weapons,4,13.79,382,0.665
U006333,crowd_control,3,10.79,153,0.993
U022612,negotiation,4,5.86,317,0.84
U033370,tactical,2,7.23,54,0.66
U009592,tactical,2,10.98,141,0.639
U044456,investigation,4,14.96,89,0.811
U022896,traffic_control,5,0.23,375,0.8
U038515,crowd_control,4,0.67,339,0.665
U029039,rescue,3,4.63,234,0.952
U045785,negotiation,2,13.82,317,0.372
U045281,traffic_control,3,12.27,293,0.788
U039055,traffic_control,5,11.9,190,0.866
U029580,traffic_control,4,7.96,152,0.632
U045548,fire_response,1,9.28,49,0.554
U045538,crowd_control,3,4.77,215,0.66
U017694,triage,4,0.35,244,0.816
U040131,weapons,3,14.07,288,0.655
U041735,tactical,5,14.92,168,0.723
U017159,traffic_control,2,10.65,139,0.667
U045184,drug_raid,4,1.99,396,0.715
U032405,investigation,5,5.79,57,0.906
U032285,tactical,3,1.87,325,0.879
U000006,tactical,4,4.44,328,0.743
U003040,traffic_control,3,0.26,399,0.786
U005834,medical_emergency,5,13.57,133,0.829
U015641,hostage,4,14.79,77,0.751
U032172,traffic_control,2,10.2,306,0.698
U014497,negotiation,1,4.16,194,0.695
U022496,medical_emergency,1,0.3,100,0.657
U011306,negotiation,3,11.98,75,0.673
U035794,medical_emergency,1,4.46,327,0.474
U038853,weapons,5,14.63,251,0.78
U044162,negotiation,4,4.35,4,0.966
U022693,hostage,2,2.47,185,0.859
U030246,rescue,1,1.98,42,0.818
U029046,drug_raid,5,11.6,289,1.0
U011030,traffic_control,5,13.8,374,0.425
U034150,hostage,3,8.69,224,0.738
U009908,weapons,4,6.09,324,0.915
U025680,fire_response,5,2.55,262,0.781
U000383,hostage,5,4.07,182,0.842
U035656,tactical,2,1.7,150,0.415
U016078,crowd_control,5,11.43,103,0.802
U008873,fire_response,3,3.28,364,0.955
U011850,investigation,1,8.2,365,0.698
U010947,traffic_control,1,1.98,265,0.798
U048065,drug_raid,5,0.6,81,0.698
U003253,tactical,4,14.25,173,1.0
U043564,crowd_control,5,14.9,346,0.681
U040484,drug_raid,1,3.82,38,0.714
U037158,triage,5,9.71,398,0.855
U026490,triage,5,14.47,6,0.853
U042960,drug_raid,1,10.25,84,0.795
U007321,medical_emergency,2,9.63,223,0.85
U019326,crowd_control,3,4.26,12,0.656
U046392,weapons,3,3.73,248,0.975
U011393,drug_raid,4,4.06,324,0.74
U045166,fire_response,4,12.75,304,0.657
U039441,fire_response,5,8.19,34,0.885
U033244,negotiation,1,1.33,246,0.642
U013128,rescue,1,9.34,284,0.905
U030902,medical_emergency,1,11.38,360,0.735
U048397,fire_response,3,12.73,370,0.715
U034311,traffic_control,3,7.9,90,1.0
U046054,weapons,5,0.39,217,0.889
U024266,tactical,1,13.2,169,0.842
U017532,traffic_control,3,14.03,358,0.562
U039615,tactical,5,6.43,120,0.991
U025852,drug_raid,2,0.76,52,0.897
U038264,tactical,1,1.0,101,0.734
U026020,drug_raid,4,6.49,340,0.626
U004635,crowd_control,5,6.88,287,0.734
U030147,fire_response,2,11.6,119,0.895
U048458,investigation,1,2.67,190,0.777
U026976,rescue,1,0.73,2,0.723
U023597,crowd_control,5,2.07,342,0.706
U038442,investigation,5,6.99,397,0.747
U000656,negotiation,3,3.61,162,0.588
U017563,rescue,1,7.22,11,0.724
U018730,drug_raid,2,7.07,165,0.966
U047065,negotiation,1,6.47,226,0.629
U042580,negotiation,3,4.62,317,0.819
U004658,drug_raid,5,6.07,328,0.604
U021506,drug_raid,5,3.74,315,0.97
U020018,medical_emergency,1,13.65,23,0.628
U025851,rescue,3,4.7,134,0.747
U041197,negotiation,4,6.88,15,0.833
U027534,traffic_control,4,1.93,258,0.723
U003335,crowd_control,1,10.54,311,0.82
U018255,weapons,5,7.11,229,0.617
U011874,drug_raid,1,12.82,73,0.886
U035670,fire_response,5,3.05,182,0.77
U018084,drug_raid,4,10.68,175,0.922
U009593,weapons,5,9.06,299,0.9
U044556,crowd_control,1,8.24,334,1.0
U042767,rescue,1,5.49,10,0.993
U004021,investigation,2,5.41,285,0.687
U030869,medical_emergency,3,7.9,148,0.815
U009374,triage,5,13.8,194,0.902
U035046,negotiation,5,8.55,41,0.651
U039507,weapons,5,6.41,108,0.936
U009136,hostage,5,11.42,395,1.0
U048917,fire_response,3,12.2,342,0.451
U049681,tactical,2,0.04,115,0.572
U037832,weapons,1,3.09,96,0.933
U042063,tactical,1,14.6,300,0.545
U007491,negotiation,4,11.25,305,0.857
U046773,weapons,1,8.11,229,1.0
U006720,triage,3,1.39,283,0.617
U031022,investigation,2,11.07,255,0.69
U004591,hostage,4,7.65,337,0.721
U005768,investigation,3,7.28,207,0.763
U030331,fire_response,2,13.69,213,0.9
U019318,fire_response,5,9.6,37,0.75
U023684,rescue,2,4.14,79,0.658
U035722,crowd_control,5,10.73,138,0.596
U037199,tactical,2,6.96,377,0.547
U038279,traffic_control,1,4.06,128,0.854
U027844,negotiation,1,6.06,384,0.68
U029967,hostage,5,11.37,22,0.907
U013365,tactical,1,5.73,144,0.737
U000041,hostage,1,2.32,133,0.765
U011590,triage,5,1.24,271,0.618
U012190,drug_raid,5,4.58,191,0.627
U040808,drug_raid,4,4.48,387,0.837
U024489,triage,4,12.46,197,0.731
U008320,traffic_control,4,2.17,277,0.627
U030391,negotiation,1,1.85,286,0.672
U028040,medical_emergency,2,3.1,24,0.77
U010003,investigation,4,11.54,147,0.581
U049956,medical_emergency,1,3.84,203,0.709
U039660,weapons,2,6.22,83,0.847
U011648,traffic_control,2,9.9,343,0.762
U011354,crowd_control,3,3.92,220,0.873
U024516,weapons,1,4.06,277,0.646
U030279,tactical,1,7.99,92,0.681
U030806,investigation,5,14.24,290,0.801
U006613,crowd_control,5,13.33,138,0.622
U010941,crowd_control,1,10.89,200,0.822
U006580,triage,4,12.62,25,1.0
U036082,negotiation,5,3.68,252,0.786
U030762,medical_emergency,5,0.08,96,0.813
U040079,weapons,2,12.93,272,0.827
U038191,weapons,2,3.85,280,0.667
U009150,rescue,2,14.26,90,0.576
U045832,investigation,2,1.09,305,0.709
U033122,rescue,3,3.94,159,0.918
U047844,drug_raid,2,10.65,104,0.729
U016780,crowd_control,4,4.17,26,0.713
U025973,crowd_control,3,1.76,148,0.698
U038530,negotiation,5,12.47,203,0.875
U009347,traffic_control,4,10.95,336,0.791
U006984,investigation,5,4.47,254,0.705
U008547,tactical,1,1.26,291,0.914
U026440,rescue,3,2.2,326,0.675
U021017,medical_emergency,1,14.56,343,0.626
U029098,investigation,5,8.6,186,0.702
U019566,fire_response,3,11.23,211,0.735
U043142,drug_raid,1,4.61,155,0.584
U015998,triage,3,13.73,68,0.819
U041127,triage,1,8.95,111,0.849
U029474,medical_emergency,4,2.33,66,0.814
U017763,triage,2,8.5,301,0.728
U043875,crowd_control,1,11.6,212,0.938
U035978,crowd_control,4,7.98,346,0.839
U008756,tactical,3,11.09,239,0.818
U011732,negotiation,2,7.76,336,0.612
U020643,negotiation,3,7.49,168,0.605
U011550,investigation,2,3.21,70,1.0
U046487,investigation,4,10.69,372,0.895
U002763,fire_response,3,6.53,88,0.919
U001881,weapons,3,0.23,100,0.765
U023412,drug_raid,2,4.37,304,0.764
U017377,drug_raid,1,7.2,371,0.781
U011421,rescue,2,2.53,318,0.847
U003829,hostage,3,5.04,116,0.378
U026355,negotiation,1,11.78,237,0.572
U026411,medical_emergency,5,13.17,99,0.823
U000503,drug_raid,1,2.69,171,0.666
U027938,hostage,1,2.9,239,0.836
U018712,drug_raid,2,4.04,42,0.699
U002925,rescue,1,13.52,76,0.811
U030971,traffic_control,5,5.86,258,0.626
U002590,drug_raid,4,10.91,7,0.967
U005052,investigation,1,9.94,301,0.594
U028367,investigation,5,8.61,140,1.0
U017036,traffic_control,5,11.86,161,0.581
U046858,medical_emergency,3,2.13,231,0.461
U010723,rescue,3,0.64,1,0.822
U039269,medical_emergency,2,1.3,374,0.877
U016461,fire_response,3,5.27,180,0.504
U046055,crowd_control,4,11.02,208,0.624
U011319,tactical,1,7.78,85,0.71
U002408,triage,3,11.38,133,0.679
U042759,traffic_control,5,7.05,387,0.815
U033565,traffic_control,5,14.16,137,0.697
U021594,tactical,2,0.7,284,0.595
U022135,triage,2,14.97,109,0.943
U037144,traffic_control,5,11.07,105,0.751
U045084,medical_emergency,2,4.35,361,0.775
U009947,fire_response,5,7.8,346,0.985
U001926,medical_emergency,3,7.93,58,0.802
U047948,fire_response,2,14.72,189,0.628
U018311,tactical,2,4.96,141,0.729
U048666,hostage,1,2.81,246,0.876
U032162,crowd_control,3,9.44,204,0.728
U009548,investigation,5,6.51,267,0.767
U035304,tactical,4,5.31,91,0.684
U013383,investigation,4,13.63,243,0.71
U015266,tactical,1,12.35,13,0.881
U030454,fire_response,4,7.22,376,0.729
U001489,traffic_control,2,13.28,349,0.725
U034710,triage,3,14.03,276,0.828
U024296,rescue,1,14.48,268,0.683
U017109,crowd_control,3,3.29,74,0.552
U025890,hostage,5,8.7,295,0.79
U007692,drug_raid,2,6.99,323,0.726
U049551,fire_response,3,2.14,230,0.797
U030108,tactical,4,10.07,298,0.796
U045389,weapons,4,14.6,45,0.551
U009415,drug_raid,3,10.53,255,0.742
U030856,traffic_control,2,0.3,344,0.628
U030411,hostage,3,9.37,266,0.686
U015103,drug_raid,2,4.65,355,0.594
U039826,traffic_control,2,11.01,24,0.697
U000236,crowd_control,3,11.23,85,0.734
U009487,crowd_control,4,5.26,312,0.751
U033641,drug_raid,5,13.11,116,0.785
U027323,fire_response,4,9.66,30,0.743
U025708,investigation,3,2.99,129,1.0
U016309,triage,3,1.38,204,0.92
U004215,tactical,3,5.68,346,1.0
U000752,tactical,3,6.07,43,0.618
U031211,crowd_control,4,3.44,314,0.942
U036079,triage,2,0.13,119,0.573
U037234,investigation,2,9.11,104,0.881
U026370,traffic_control,3,14.24,132,0.714
U006900,traffic_control,1,11.91,364,0.712
U037236,triage,5,9.63,97,0.809
U028952,tactical,2,8.65,345,0.876
U010762,negotiation,5,0.5,232,0.682
U026277,hostage,3,13.03,174,0.867
U040955,weapons,1,6.78,381,0.804
U010578,triage,2,0.22,97,0.673
U025769,fire_response,5,14.69,161,0.819
U042404,drug_raid,5,2.63,392,0.751
U031416,weapons,5,4.07,45,1.0
U010403,hostage,5,11.01,304,0.522
U032331,crowd_control,2,14.87,238,0.72
U036467,crowd_control,1,3.55,133,0.949
U024579,weapons,5,2.15,68,0.732
U007905,hostage,1,3.14,251,0.437
U006725,negotiation,5,9.53,282,0.597
U023783,drug_raid,5,1.18,342,0.807
U035915,crowd_control,2,7.36,176,0.808
U042305,hostage,4,11.34,372,0.713
U020705,drug_raid,2,13.8,183,0.711
U031264,medical_emergency,2,11.33,186,0.636
U034351,tactical,2,7.91,47,0.395
U022208,drug_raid,3,8.3,218,0.69
U028544,traffic_control,1,0.31,53,0.611
U007406,investigation,5,10.67,121,0.813
U023892,medical_emergency,1,0.59,199,0.721
U025816,drug_raid,5,9.36,111,0.623
U021181,rescue,4,10.16,250,1.0
U030923,investigation,1,10.3,372,0.81
U042013,hostage,3,13.91,336,0.439
U041187,investigation,4,5.64,69,0.902
U022527,traffic_control,5,9.06,119,0.737
U004279,negotiation,3,10.9,260,0.871
U020426,medical_emergency,3,11.46,134,1.0
U016111,fire_response,5,8.34,202,0.563
U035498,drug_raid,5,9.29,254,0.759
U031707,hostage,4,6.82,128,0.74
U034943,drug_raid,5,11.63,195,0.876
U000054,triage,1,4.99,271,0.728
U041042,fire_response,1,6.58,69,0.743
U005659,drug_raid,3,12.57,219,0.817
U001126,medical_emergency,2,0.72,67,0.937
U019655,hostage,4,6.79,245,1.0
U005625,investigation,1,4.54,279,0.521
U019628,tactical,4,8.1,244,0.714
U004857,rescue,3,7.13,178,0.568
U014444,medical_emergency,1,8.89,272,0.661
U038269,negotiation,4,11.15,393,0.65
U043663,investigation,1,6.22,62,0.803
U010156,hostage,5,14.01,58,0.867
U022227,rescue,1,5.65,337,0.789
U046745,crowd_control,2,0.12,287,0.949
U015366,tactical,3,8.41,59,0.747
U002142,medical_emergency,1,3.6,18,0.528
U016222,fire_response,5,0.48,311,0.592
U034163,rescue,4,13.41,3,0.775
U015131,hostage,4,14.43,328,0.792
U014408,traffic_control,1,11.66,369,0.93
U045806,investigation,1,7.97,163,0.607
U015617,fire_response,5,14.65,344,0.897
U006272,fire_response,2,10.32,10,0.692
U022793,drug_raid,1,2.78,183,0.673
U015644,medical_emergency,4,7.19,28,0.995
U008571,traffic_control,5,4.31,203,0.573
U047078,negotiation,1,9.9,213,0.613
U035476,traffic_control,5,12.63,317,0.667
U001345,traffic_control,5,14.27,159,0.498
U043729,crowd_control,1,3.47,208,0.725
U035710,crowd_control,5,14.8,99,0.957
U020351,drug_raid,5,6.94,48,0.787
U010920,weapons,5,1.95,227,0.805
U019884,drug_raid,5,3.55,212,0.654
U004496,hostage,4,0.94,375,0.827
U012618,tactical,1,8.71,185,0.656
U025422,investigation,1,14.01,314,0.809
U011062,triage,3,10.35,129,0.747
U015959,crowd_control,4,7.29,396,0.674
U009629,tactical,4,3.1,120,0.838
U021409,traffic_control,5,9.27,105,0.666
U042852,medical_emergency,4,7.39,55,0.976
U032347,triage,3,11.38,143,0.589
U021296,crowd_control,3,6.2,80,0.726
U024382,tactical,1,5.34,348,0.841
U010435,negotiation,2,9.49,113,0.579
U042559,tactical,5,0.55,356,0.709
U024246,rescue,4,6.85,375,0.747
U000300,traffic_control,5,1.73,311,0.682
U016020,negotiation,4,14.31,104,0.7
U022729,weapons,1,3.17,277,0.712
U001552,investigation,3,1.37,259,1.0
U043336,traffic_control,5,3.67,257,0.836
U033182,fire_response,3,6.17,307,0.627
U036315,rescue,2,8.01,98,0.604
U011565,tactical,3,2.78,184,0.854
U033855,investigation,2,12.93,58,0.844
U000646,negotiation,2,11.78,216,0.514
U027826,negotiation,4,1.19,71,0.79
U037673,weapons,4,13.86,280,0.351
U046973,drug_raid,5,6.41,283,0.603
U044931,investigation,4,7.87,96,0.8
U026293,investigation,1,2.69,205,0.886
U031426,investigation,3,11.73,159,0.678
U005450,tactical,5,0.15,258,0.632
U033655,weapons,1,8.0,92,0.693
U037332,traffic_control,3,0.86,50,0.75
U007995,drug_raid,4,5.88,198,0.617
U049407,weapons,1,0.52,96,0.82
U013997,drug_raid,1,9.33,372,0.93
U042868,hostage,5,12.82,374,0.907
U047225,weapons,3,13.08,295,0.993
U010402,weapons,3,12.75,164,0.663
U009535,rescue,5,2.93,77,0.909
U044835,drug_raid,4,6.5,351,0.763
U020549,tactical,3,11.26,9,1.0
U038665,fire_response,3,10.62,16,0.802
U021957,hostage,2,13.51,141,0.77
U000372,investigation,3,2.6,255,0.977
U012870,fire_response,4,0.99,55,0.768
U045216,traffic_control,4,13.0,309,0.674
U026816,triage,5,14.43,230,0.973
U004008,negotiation,4,1.19,350,0.689
U021027,rescue,1,0.4,180,0.596
U020601,traffic_control,2,2.73,199,0.88
U007191,investigation,1,2.61,383,0.711
U004671,rescue,2,11.32,393,0.833
U008444,drug_raid,3,0.29,263,0.47
U037007,rescue,4,9.21,266,0.821
U007433,rescue,1,6.01,6,0.594
U023759,medical_emergency,3,4.89,7,0.603
U036050,tactical,1,0.93,61,0.583
U005221,rescue,4,7.67,305,1.0
U017471,weapons,3,10.43,316,0.828
U037657,weapons,3,2.78,342,0.458
U043558,triage,1,11.91,79,1.0
U021916,negotiation,1,1.1,83,0.761
U003224,medical_emergency,3,7.45,209,0.936
U027556,drug_raid,2,0.22,387,0.927
U027765,hostage,1,7.45,84,0.782
U023280,hostage,1,0.3,87,0.555
U006208,weapons,4,1.92,243,0.779
U046477,negotiation,3,12.96,202,0.649
U045629,triage,2,12.98,266,0.664
U014578,rescue,3,10.52,313,1.0
U007948,medical_emergency,4,7.19,9,0.749
U036488,crowd_control,4,2.67,363,0.785
U002427,triage,5,6.46,126,0.754
U042031,crowd_control,1,2.62,276,1.0
U010483,tactical,3,7.43,303,0.921
U037372,medical_emergency,2,8.62,75,0.611
U025164,drug_raid,5,1.53,302,0.911
U003883,crowd_control,4,3.0,8,0.635
U045758,triage,4,4.58,291,0.695
U024806,tactical,2,14.85,334,0.798
U015735,investigation,5,14.53,128,0.755
U028861,traffic_control,1,0.82,194,0.543
U002852,weapons,5,9.48,319,0.45
U040464,fire_response,3,14.28,249,1.0
U041099,negotiation,5,7.15,208,0.762
U022477,drug_raid,3,6.22,288,0.743
U000067,fire_response,2,12.92,162,0.751
U032655,weapons,4,1.32,155,1.0
U048502,weapons,4,4.45,382,0.582
U016248,hostage,4,12.36,250,0.598
U016127,hostage,5,12.85,126,0.754
U021890,medical_emergency,3,10.65,261,0.73
U001805,weapons,4,1.58,109,0.941
U030374,triage,3,6.01,318,0.564
U007970,drug_raid,1,1.58,155,0.821
U047811,crowd_control,5,13.44,6,0.721
U020289,rescue,4,11.98,238,0.72
U039468,triage,4,4.54,357,0.429
U046927,drug_raid,4,13.38,118,0.588
U026807,fire_response,3,10.15,39,0.834
U021268,crowd_control,2,8.85,13,0.759
U017671,weapons,1,8.71,7,0.392
U045267,investigation,5,1.99,221,0.507
U005048,investigation,5,7.87,317,0.828
U001345,fire_response,2,8.81,228,0.569
U012130,crowd_control,2,5.0,67,0.868
U003327,traffic_control,1,13.39,241,1.0
U015371,hostage,5,6.28,121,0.516
U044372,rescue,2,3.48,124,0.531
U022247,hostage,4,12.28,224,0.712
U031190,investigation,1,1.26,8,0.762
U002896,crowd_control,5,3.97,29,0.991
U027388,weapons,3,8.03,379,0.64
U011341,drug_raid,1,13.39,172,0.624
U015197,drug_raid,2,4.31,275,0.721
U029433,tactical,3,3.56,332,0.785
U003710,tactical,2,9.42,228,0.961
U044820,medical_emergency,1,14.87,155,1.0
U036407,traffic_control,5,4.57,172,0.893
U031110,rescue,1,9.78,39,0.798
U039524,hostage,4,12.25,147,0.973
U025346,negotiation,4,5.19,290,0.764
U008563,crowd_control,1,11.18,41,0.451
U019270,fire_response,2,9.8,281,0.898
U021985,tactical,1,10.91,204,0.833
U021330,traffic_control,1,14.63,161,0.373
U024882,negotiation,2,11.75,15,0.742
